SKU,BaseCode,Name,BaseCurve,BridgeSize,EyeSize,TempleSize,VerticalSize,AsianFitIndicator,AutomaticPlusOption,AvailabilityAsMauiPlano,AvailabilityAsMauiReader,ImageUrl,FrameColor,LensColor,LensGradient,LensMaterial,ReaderPower,StockLevel,StockStatus
MR266-027,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-017_front.jpg,Marlin,HCL® Bronze,Bi-Gradient,Readers,2.5,82,inStock
MR266-028,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-018_front.jpg,Marlin,Maui HT™,Bi-Gradient,Readers,1.5,97,inStock
MR266-029,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-018_front.jpg,Marlin,Maui HT™,Bi-Gradient,Readers,2,92,inStock
MR266-030,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-018_front.jpg,Marlin,Maui HT™,Bi-Gradient,Readers,2.5,95,inStock
MR266-031,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-013_front.jpg,Marlin,Neutral Grey,Bi-Gradient,Readers,1.5,28,inStock
MR266-032,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-013_front.jpg,Marlin,Neutral Grey,Bi-Gradient,Readers,2,14,inStock
MR266-033,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-013_front.jpg,Marlin,Neutral Grey,Bi-Gradient,Readers,2.5,11,inStock
MR266-034,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-016_front.jpg,Marlin,Maui Rose®,Bi-Gradient,Readers,1.5,96,inStock
MR266-035,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-016_front.jpg,Marlin,Maui Rose®,Bi-Gradient,Readers,2,97,inStock
MR266-036,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-016_front.jpg,Marlin,Maui Rose®,Bi-Gradient,Readers,2.5,95,inStock
MR266-076,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-037_front.jpg,Matte Black Rubber,Blue Hawaii,Full Mirror,Readers,1.5,991,inStock
MR266-077,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-037_front.jpg,Matte Black Rubber,Blue Hawaii,Full Mirror,Readers,2,988,inStock
MR266-078,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-037_front.jpg,Matte Black Rubber,Blue Hawaii,Full Mirror,Readers,2.5,981,inStock
MR266-079,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-038_front.jpg,Marlin,Blue Hawaii,Full Mirror,Readers,1.5,982,inStock
MR266-080,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-038_front.jpg,Marlin,Blue Hawaii,Full Mirror,Readers,2,973,inStock
MR266-081,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-038_front.jpg,Marlin,Blue Hawaii,Full Mirror,Readers,2.5,985,inStock
MR266-094,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-052_front.jpg,Matte Black Rubber,MAUI Sunrise,Full Mirror,Readers,1.5,998,inStock
MR266-095,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-052_front.jpg,Matte Black Rubber,MAUI Sunrise,Full Mirror,Readers,2,997,inStock
MR266-096,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-052_front.jpg,Matte Black Rubber,MAUI Sunrise,Full Mirror,Readers,2.5,997,inStock
MR266-097,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-053_front.jpg,Marlin,MAUI Sunrise,Full Mirror,Readers,1.5,998,inStock
MR266-098,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-053_front.jpg,Marlin,MAUI Sunrise,Full Mirror,Readers,2,996,inStock
MR266-099,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-053_front.jpg,Marlin,MAUI Sunrise,Full Mirror,Readers,2.5,998,inStock
MR266-133,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-059_front.jpg,Matte Black Rubber,HAWAII LAVA™,Full Mirror,Readers,1.5,994,inStock
MR266-134,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-059_front.jpg,Matte Black Rubber,HAWAII LAVA™,Full Mirror,Readers,2,995,inStock
MR266-135,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-059_front.jpg,Matte Black Rubber,HAWAII LAVA™,Full Mirror,Readers,2.5,998,inStock
MR266-136,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-060_front.jpg,Marlin,HAWAII LAVA™,Full Mirror,Readers,1.5,997,inStock
MR266-137,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-060_front.jpg,Marlin,HAWAII LAVA™,Full Mirror,Readers,2,999,inStock
MR266-138,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-060_front.jpg,Marlin,HAWAII LAVA™,Full Mirror,Readers,2.5,995,inStock
MR266-151,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-065_front.jpg,,MAUIGreen®,Full Mirror,Readers,1.5,999,inStock
MR266-152,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-065_front.jpg,,MAUIGreen®,Full Mirror,Readers,2,999,inStock
MR266-153,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-065_front.jpg,,MAUIGreen®,Full Mirror,Readers,2.5,999,inStock
MR266-154,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-066_front.jpg,Matte Black Rubber,MAUIGreen®,Full Mirror,Readers,1.5,999,inStock
MR266-155,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-066_front.jpg,Matte Black Rubber,MAUIGreen®,Full Mirror,Readers,2,998,inStock
MR266-156,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-066_front.jpg,Matte Black Rubber,MAUIGreen®,Full Mirror,Readers,2.5,999,inStock
MR266-157,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-067_front.jpg,Marlin,MAUIGreen®,Full Mirror,Readers,1.5,995,inStock
MR266-158,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-067_front.jpg,Marlin,MAUIGreen®,Full Mirror,Readers,2,999,inStock
MR266-159,MM266,WORLD CUP,8,17,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/266/MM266-067_front.jpg,Marlin,MAUIGreen®,Full Mirror,Readers,2.5,996,inStock
MM279-001,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-001_front.jpg,Gloss Black,Neutral Grey,Bi-Gradient,MauiBrilliant,0,96,inStock
MM279-002,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-002_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,96,inStock
MM279-003,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,MauiBrilliant,0,96,inStock
MM279-004,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-004_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,MauiBrilliant,0,96,inStock
MM279-005,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-005_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,SuperThin Glass,0,96,inStock
MM279-006,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-006_front.jpg,Marlin,Neutral Grey,Bi-Gradient,MauiBrilliant,0,96,inStock
MM279-007,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-007_front.jpg,Marlin,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,96,inStock
MM279-008,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-008_front.jpg,Marlin,Maui HT™,Bi-Gradient,MauiBrilliant,0,96,inStock
MM279-009,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-009_front.jpg,Marlin,Maui Rose®,Bi-Gradient,MauiBrilliant,0,96,inStock
MM279-010,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-010_front.jpg,Marlin,Neutral Grey,Bi-Gradient,SuperThin Glass,0,96,inStock
MM279-011,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-011_front.jpg,Matte Tortoise Rubber,Neutral Grey,Bi-Gradient,MauiBrilliant,0,0,outOfStock
MM279-012,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-012_front.jpg,Matte Tortoise Rubber,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,0,outOfStock
MM279-013,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-013_front.jpg,Matte Tortoise Rubber,Maui HT™,Bi-Gradient,MauiBrilliant,0,0,outOfStock
MM279-014,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-014_front.jpg,Matte Tortoise Rubber,Maui Rose®,Bi-Gradient,MauiBrilliant,0,0,outOfStock
MM279-015,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-015_front.jpg,Matte Tortoise Rubber,Neutral Grey,Bi-Gradient,SuperThin Glass,0,0,outOfStock
MM279-028,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-028_front.jpg,Gloss Black,Blue Hawaii,Full Mirror,MauiBrilliant,0,96,inStock
MM279-029,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-029_front.jpg,Marlin,Blue Hawaii,Full Mirror,MauiBrilliant,0,96,inStock
MM279-030,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-030_front.jpg,Matte Tortoise Rubber,Blue Hawaii,Full Mirror,MauiBrilliant,0,0,outOfStock
MM279-033,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-033_front.jpg,Gloss Black,MAUI Sunrise,Full Mirror,MauiBrilliant,0,96,inStock
MM279-034,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-034_front.jpg,Marlin,MAUI Sunrise,Full Mirror,MauiBrilliant,0,96,inStock
MM279-035,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-035_front.jpg,Matte Tortoise Rubber,MAUI Sunrise,Full Mirror,MauiBrilliant,0,96,inStock
MM279-041,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-041_front.jpg,Gloss Black,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,96,inStock
MM279-042,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-042_front.jpg,Marlin,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,96,inStock
MM279-043,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-043_front.jpg,Matte Tortoise Rubber,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,0,outOfStock
MM279-047,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-047_front.jpg,Marlin,MAUIGreen®,Full Mirror,MauiBrilliant,0,96,inStock
MM279-048,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-048_front.jpg,Matte Tortoise Rubber,MAUIGreen®,Full Mirror,MauiBrilliant,0,0,outOfStock
MR279-001,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-005_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,Readers,1.5,98,inStock
MR279-002,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-005_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,Readers,2,98,inStock
MR279-003,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-005_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,Readers,2.5,99,inStock
MR279-004,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,Readers,1.5,100,inStock
MR279-005,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,Readers,2,98,inStock
MR279-006,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,Readers,2.5,99,inStock
MR279-007,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-001_front.jpg,Gloss Black,Neutral Grey,Bi-Gradient,Readers,1.5,89,inStock
MR279-008,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-001_front.jpg,Gloss Black,Neutral Grey,Bi-Gradient,Readers,2,82,inStock
MR279-009,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-001_front.jpg,Gloss Black,Neutral Grey,Bi-Gradient,Readers,2.5,92,inStock
MR279-010,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-004_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,Readers,1.5,100,inStock
MR279-011,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-004_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,Readers,2,100,inStock
MR279-012,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-004_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,Readers,2.5,100,inStock
MR279-013,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-007_front.jpg,Marlin,HCL® Bronze,Bi-Gradient,Readers,1.5,999,inStock
MR279-014,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-007_front.jpg,Marlin,HCL® Bronze,Bi-Gradient,Readers,2,999,inStock
MR279-015,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-007_front.jpg,Marlin,HCL® Bronze,Bi-Gradient,Readers,2.5,999,inStock
MR279-016,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-008_front.jpg,Marlin,Maui HT™,Bi-Gradient,Readers,1.5,90,inStock
MR279-017,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-008_front.jpg,Marlin,Maui HT™,Bi-Gradient,Readers,2,94,inStock
MR279-018,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-008_front.jpg,Marlin,Maui HT™,Bi-Gradient,Readers,2.5,97,inStock
MR279-019,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-010_front.jpg,Marlin,Neutral Grey,Bi-Gradient,Readers,1.5,83,inStock
MR279-020,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-010_front.jpg,Marlin,Neutral Grey,Bi-Gradient,Readers,2,72,inStock
MR279-021,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-010_front.jpg,Marlin,Neutral Grey,Bi-Gradient,Readers,2.5,75,inStock
MR279-022,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-009_front.jpg,Marlin,Maui Rose®,Bi-Gradient,Readers,1.5,91,inStock
MR279-023,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-009_front.jpg,Marlin,Maui Rose®,Bi-Gradient,Readers,2,94,inStock
MR279-024,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-009_front.jpg,Marlin,Maui Rose®,Bi-Gradient,Readers,2.5,92,inStock
MR279-025,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-012_front.jpg,Matte Tortoise Rubber,HCL® Bronze,Bi-Gradient,Readers,1.5,46,inStock
MR279-026,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-012_front.jpg,Matte Tortoise Rubber,HCL® Bronze,Bi-Gradient,Readers,2,39,inStock
MR279-027,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-012_front.jpg,Matte Tortoise Rubber,HCL® Bronze,Bi-Gradient,Readers,2.5,44,inStock
MR279-028,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-013_front.jpg,Matte Tortoise Rubber,Maui HT™,Bi-Gradient,Readers,1.5,99,inStock
MR279-029,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-013_front.jpg,Matte Tortoise Rubber,Maui HT™,Bi-Gradient,Readers,2,98,inStock
MR279-030,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-013_front.jpg,Matte Tortoise Rubber,Maui HT™,Bi-Gradient,Readers,2.5,99,inStock
MR279-031,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-015_front.jpg,Matte Tortoise Rubber,Neutral Grey,Bi-Gradient,Readers,1.5,95,inStock
MR279-032,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-015_front.jpg,Matte Tortoise Rubber,Neutral Grey,Bi-Gradient,Readers,2,93,inStock
MR279-033,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-015_front.jpg,Matte Tortoise Rubber,Neutral Grey,Bi-Gradient,Readers,2.5,89,inStock
MR279-034,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-014_front.jpg,Matte Tortoise Rubber,Maui Rose®,Bi-Gradient,Readers,1.5,96,inStock
MR279-035,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-014_front.jpg,Matte Tortoise Rubber,Maui Rose®,Bi-Gradient,Readers,2,94,inStock
MR279-036,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-014_front.jpg,Matte Tortoise Rubber,Maui Rose®,Bi-Gradient,Readers,2.5,97,inStock
MR279-061,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-028_front.jpg,Gloss Black,Blue Hawaii,Full Mirror,Readers,1.5,0,outOfStock
MR279-062,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-028_front.jpg,Gloss Black,Blue Hawaii,Full Mirror,Readers,2,0,outOfStock
MR279-063,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-028_front.jpg,Gloss Black,Blue Hawaii,Full Mirror,Readers,2.5,0,outOfStock
MR279-064,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-029_front.jpg,Marlin,Blue Hawaii,Full Mirror,Readers,1.5,0,outOfStock
MR279-065,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-029_front.jpg,Marlin,Blue Hawaii,Full Mirror,Readers,2,0,outOfStock
MR279-066,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-029_front.jpg,Marlin,Blue Hawaii,Full Mirror,Readers,2.5,0,outOfStock
MR279-067,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-030_front.jpg,Matte Tortoise Rubber,Blue Hawaii,Full Mirror,Readers,1.5,0,outOfStock
MR279-068,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-030_front.jpg,Matte Tortoise Rubber,Blue Hawaii,Full Mirror,Readers,2,0,outOfStock
MR279-069,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-030_front.jpg,Matte Tortoise Rubber,Blue Hawaii,Full Mirror,Readers,2.5,0,outOfStock
MR279-076,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-033_front.jpg,Gloss Black,MAUI Sunrise,Full Mirror,Readers,1.5,999,inStock
MR279-077,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-033_front.jpg,Gloss Black,MAUI Sunrise,Full Mirror,Readers,2,999,inStock
MR279-078,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-033_front.jpg,Gloss Black,MAUI Sunrise,Full Mirror,Readers,2.5,999,inStock
MR279-079,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-034_front.jpg,Marlin,MAUI Sunrise,Full Mirror,Readers,1.5,997,inStock
MR279-080,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-034_front.jpg,Marlin,MAUI Sunrise,Full Mirror,Readers,2,994,inStock
MR279-081,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-034_front.jpg,Marlin,MAUI Sunrise,Full Mirror,Readers,2.5,997,inStock
MR279-082,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-035_front.jpg,Matte Tortoise Rubber,MAUI Sunrise,Full Mirror,Readers,1.5,998,inStock
MR279-083,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-035_front.jpg,Matte Tortoise Rubber,MAUI Sunrise,Full Mirror,Readers,2,998,inStock
MR279-084,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-035_front.jpg,Matte Tortoise Rubber,MAUI Sunrise,Full Mirror,Readers,2.5,999,inStock
MR279-091,MM279,KIPAHULU,8,18,59,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/279/MM279-041_front.jpg,Gloss Black,HAWAII LAVA™,Full Mirror,Readers,1.5,999,inStock
